date,ttt_group,clicks_A,clicks_B,clicks_C,cost_A,cost_B,cost_C,bookings_A,bookings_B,bookings_C,booking_rev_A,booking_rev_B,booking_rev_C,year,month,day,total_clicks,total_bookings,total_cost,total_revenue
2019-09-14,short,623588,387384,144654,606285,354876,117162,30148,14983,6994,5129062,2351479,1075634,2019,9,14,1155626,52125,1078323,8556175
2019-09-14,medium,143987,10764,108348,120446,6511,87469,5999,359,4514,912369,56743,696677,2019,9,14,263099,10872,214426,1665789
2019-09-14,long,2798,2556,110276,1426,1288,88971,71,52,2808,10983,8366,431566,2019,9,14,115630,2931,91685,450915
2019-09-21,short,545495,313640,138023,527795,283179,112466,26372,12130,6673,4183542,1873060,1079390,2019,9,21,997158,45175,923440,7135992
2019-09-21,medium,121269,8794,93963,102066,5332,76602,5043,293,3907,805455,44204,590973,2019,9,21,224026,9243,184000,1440632
2019-09-21,long,3047,2623,113852,1556,1315,91409,78,54,2906,12005,8392,444130,2019,9,21,119522,3038,94280,464527
2019-09-28,short,479198,278451,107531,464806,252368,86530,23174,10773,5200,3639238,1616217,795721,2019,9,28,865180,39147,803704,6051176
2019-09-28,medium,104762,8786,81207,86658,5331,65068,4330,291,3356,652999,45805,519194,2019,9,28,194755,7977,157057,1217998
2019-09-28,long,3062,2848,118835,1555,1433,95346,77,58,3000,11781,9115,492360,2019,9,28,124745,3135,98334,513256
2019-10-05,short,403825,240043,90309,390624,217579,72442,19527,9286,4367,3117491,1511903,715824,2019,10,5,734177,33180,680645,5345218
2019-10-05,medium,91000,8677,75498,74646,5306,60501,3715,283,3082,561810,43073,478395,2019,10,5,175175,7080,140453,1083278
2019-10-05,long,2437,2926,123646,1201,1476,99574,60,58,3045,9488,9200,471416,2019,10,5,129009,3163,102251,490104
2019-10-12,short,343206,195073,86659,332334,176014,70650,16599,7548,4191,2580709,1142123,658121,2019,10,12,624938,28338,578998,4380953
2019-10-12,medium,78691,7742,81452,63312,4662,65816,3163,249,3274,481547,37416,523007,2019,10,12,167885,6686,133790,1041970
2019-10-12,long,1809,2805,125550,858,1405,101120,43,53,2974,6466,8215,460701,2019,10,12,130164,3070,103383,475382
2019-10-19,short,297752,163950,65659,288736,147559,52707,14403,6345,3176,2253610,990566,520187,2019,10,19,527361,23924,489002,3764363
2019-10-19,medium,81566,8913,84895,65042,5389,68036,3234,283,3366,497179,42709,517461,2019,10,19,175374,6883,138467,1057349
2019-10-19,long,1134,2780,122212,510,1399,98670,25,50,2738,4012,7525,440753,2019,10,19,126126,2813,100579,452290
2019-10-26,short,242779,143722,52433,235564,130605,42005,11742,5561,2536,1798673,906152,403189,2019,10,26,438934,19839,408174,3108014
2019-10-26,medium,86518,10067,102809,68814,6119,83554,3403,317,4044,519763,49774,627258,2019,10,26,199394,7764,158487,1196795
2019-10-26,long,521,2536,112447,216,1279,91068,11,42,2323,1668,6709,355552,2019,10,26,115504,2376,92563,363929
2019-11-02,short,200681,123693,46611,194097,112613,37562,9697,4782,2252,1636322,738460,357026,2019,11,2,370985,16731,344272,2731808
2019-11-02,medium,104590,10905,109163,83626,6573,87750,4151,346,4332,627170,53341,666101,2019,11,2,224658,8829,177949,1346612
2019-11-02,long,324,2638,108435,127,1339,87606,6,41,2110,967,6210,317561,2019,11,2,111397,2157,89072,324738
2019-11-09,short,182355,107967,44519,176517,97883,36130,8796,4167,2148,1380702,646556,329289,2019,11,9,334841,15111,310530,2356547
2019-11-09,medium,119067,10903,103699,97263,6606,83259,4850,355,4224,737977,53470,681816,2019,11,9,233669,9429,187128,1473263
2019-11-09,long,430,3053,124304,171,1549,100230,9,48,2468,1445,7261,372229,2019,11,9,127787,2525,101950,380935
2019-11-16,short,188025,111896,41822,182489,101780,33638,9052,4309,2013,1361450,672383,304804,2019,11,16,341743,15374,317907,2338637
2019-11-16,medium,130445,9318,99686,109018,5599,80557,5446,311,4161,882528,47145,648524,2019,11,16,239449,9918,195174,1578197
2019-11-16,long,654,3376,142133,267,1694,113822,13,55,2900,1952,8602,436012,2019,11,16,146163,2968,115783,446566
2019-11-23,short,216928,127492,55720,208804,114829,45253,10432,4905,2679,1607256,783451,403774,2019,11,23,400140,18016,368886,2794481
2019-11-23,medium,137322,8785,89833,117592,5335,72952,5850,299,3827,964315,50556,612375,2019,11,23,235940,9976,195879,1627246
2019-11-23,long,847,3441,160846,357,1726,130473,18,58,3384,2884,8933,521528,2019,11,23,165134,3460,132556,533345
2019-11-30,short,276525,165140,67226,267176,149600,54429,13296,6352,3232,2036771,953918,530983,2019,11,30,508891,22880,471205,3521672
2019-11-30,medium,130662,7568,78797,112797,4576,63856,5633,261,3397,886197,41199,514754,2019,11,30,217027,9291,181229,1442150
2019-11-30,long,1321,4156,177197,576,2090,142413,29,72,3852,4609,11073,589588,2019,11,30,182674,3953,145079,605270
2019-12-07,short,348510,224317,80175,335873,204599,64302,16761,8631,3856,2569582,1336594,619662,2019,12,7,653002,29248,604774,4525838
2019-12-07,medium,106187,6482,60535,91142,3922,48434,4549,222,2593,696990,34109,406944,2019,12,7,173204,7364,143498,1138043
2019-12-07,long,1631,3850,192786,733,1926,157276,37,69,4326,5655,10975,682134,2019,12,7,198267,4432,159935,698764
2019-12-14,short,451976,269106,105225,435048,242771,84414,21742,10356,5062,3406216,1553631,827566,2019,12,14,826307,37160,762233,5787413
2019-12-14,medium,41047,4450,40129,33113,2719,32281,1652,143,1615,260995,23152,261658,2019,12,14,85626,3410,68113,545805
2019-12-14,long,2380,4562,204623,1101,2289,165132,55,84,4716,8571,13226,722801,2019,12,14,211565,4855,168522,744598
2019-12-21,short,477287,268847,117378,466568,244614,96288,23286,10493,5727,3564131,1578674,972750,2019,12,21,863512,39506,807470,6115555
2019-12-21,medium,31243,3733,41470,24454,2240,33628,1214,116,1612,188931,17972,249946,2019,12,21,76446,2942,60322,456849
2019-12-21,long,3017,4943,213848,1422,2478,171695,71,93,5031,11563,14113,799130,2019,12,21,221808,5195,175595,824806
2019-12-28,short,340538,188613,70102,334987,172330,56596,16733,7414,3445,2534077,1153563,535186,2019,12,28,599253,27592,563913,4222826
2019-12-28,medium,41826,5386,50966,32655,3255,40786,1620,167,1974,257115,25728,296279,2019,12,28,98178,3761,76696,579122
2019-12-28,long,3249,4711,220781,1555,2362,179025,78,90,5267,12075,14064,839818,2019,12,28,228741,5435,182942,865957
